ID1,ID3,Matching Result
movie_id_2226,HM_id_4336,TRUE
movie_id_1044,HM_id_2743,TRUE
movie_id_5671,HM_id_4364,TRUE
movie_id_5931,HM_id_1353,TRUE
movie_id_8045,HM_id_1232,TRUE
movie_id_830,HM_id_3834,TRUE
movie_id_641,HM_id_3865,TRUE
movie_id_3643,HM_id_1495,TRUE
movie_id_547,HM_id_2024,TRUE
movie_id_812,HM_id_2172,TRUE
movie_id_2597,HM_id_2010,TRUE
movie_id_4412,HM_id_3753,TRUE
movie_id_4767,HM_id_2411,TRUE
movie_id_1004,HM_id_4662,TRUE
movie_id_1985,HM_id_2927,TRUE
movie_id_5704,HM_id_2136,TRUE
movie_id_1210,HM_id_2265,TRUE
movie_id_1230,HM_id_2784,TRUE
movie_id_2153,HM_id_3021,TRUE
movie_id_731,HM_id_2999,TRUE
movie_id_1596,HM_id_3029,TRUE
movie_id_653,HM_id_2421,TRUE
movie_id_2640,HM_id_3602,TRUE
movie_id_402,HM_id_3913,TRUE
movie_id_8938,HM_id_4607,TRUE
movie_id_8586,HM_id_3689,TRUE
movie_id_2737,HM_id_3036,TRUE
movie_id_7731,HM_id_1732,TRUE
movie_id_5085,HM_id_3679,TRUE
movie_id_3447,HM_id_3325,TRUE
movie_id_449,HM_id_1355,TRUE
movie_id_2657,HM_id_2255,TRUE
movie_id_4966,HM_id_2682,TRUE
movie_id_6277,HM_id_4274,TRUE
movie_id_9184,HM_id_3172,TRUE
movie_id_948,HM_id_2870,TRUE
movie_id_3369,HM_id_1190,TRUE
movie_id_4477,HM_id_1979,TRUE
movie_id_5092,HM_id_3985,TRUE
movie_id_581,HM_id_3166,TRUE
movie_id_6523,HM_id_3111,TRUE
movie_id_6674,HM_id_2369,TRUE
movie_id_6493,HM_id_2127,TRUE
movie_id_2500,HM_id_3500,TRUE
movie_id_1592,HM_id_3655,TRUE
movie_id_3675,HM_id_2103,TRUE
movie_id_5691,HM_id_2627,TRUE
movie_id_7496,HM_id_2985,TRUE
movie_id_2261,HM_id_2662,TRUE
movie_id_5173,HM_id_2684,TRUE
movie_id_549,HM_id_2633,TRUE
movie_id_8380,HM_id_4343,TRUE
movie_id_7262,HM_id_3524,TRUE
movie_id_6792,HM_id_2519,TRUE
movie_id_824,HM_id_1819,TRUE
movie_id_2349,HM_id_3070,TRUE
movie_id_7694,HM_id_2195,TRUE
movie_id_1690,HM_id_3405,TRUE
movie_id_8634,HM_id_1615,TRUE
movie_id_4785,HM_id_4048,TRUE
movie_id_8551,HM_id_2079,TRUE
movie_id_5678,HM_id_3515,TRUE
movie_id_6380,HM_id_3853,TRUE
movie_id_2669,HM_id_3088,TRUE
movie_id_1642,HM_id_4712,TRUE
movie_id_151,HM_id_1493,TRUE
movie_id_3466,HM_id_2436,TRUE
movie_id_3518,HM_id_3895,TRUE
movie_id_1506,HM_id_3634,TRUE
movie_id_1903,HM_id_3921,TRUE
movie_id_5345,HM_id_4593,TRUE
movie_id_1922,HM_id_4162,TRUE
movie_id_1908,HM_id_3163,TRUE
movie_id_4730,HM_id_3436,TRUE
movie_id_5014,HM_id_3497,TRUE
movie_id_3067,HM_id_1834,TRUE
movie_id_2983,HM_id_3552,TRUE
movie_id_6412,HM_id_3012,TRUE
movie_id_8498,HM_id_2899,TRUE
movie_id_6709,HM_id_4066,TRUE
movie_id_4093,HM_id_2449,TRUE
movie_id_1018,HM_id_2832,TRUE
movie_id_9143,HM_id_3095,TRUE
movie_id_3146,HM_id_3469,TRUE
movie_id_7632,HM_id_1811,TRUE
movie_id_1232,HM_id_1506,TRUE
movie_id_7331,HM_id_1511,TRUE
movie_id_9641,HM_id_1694,TRUE
movie_id_990,HM_id_2848,TRUE
movie_id_3554,HM_id_2331,TRUE
movie_id_1379,HM_id_1901,TRUE
movie_id_1810,HM_id_2789,TRUE
movie_id_2327,HM_id_2987,TRUE
movie_id_1784,HM_id_1485,TRUE
movie_id_6063,HM_id_2898,TRUE
movie_id_7573,HM_id_3218,TRUE
movie_id_7805,HM_id_3444,TRUE
movie_id_728,HM_id_2112,TRUE
movie_id_2316,HM_id_2146,TRUE
movie_id_779,HM_id_3706,TRUE
movie_id_721,HM_id_3037,TRUE
movie_id_4639,HM_id_1517,TRUE
movie_id_7270,HM_id_1277,TRUE
movie_id_4105,HM_id_1911,TRUE
movie_id_9336,HM_id_3418,TRUE
movie_id_2539,HM_id_4394,TRUE
movie_id_1098,HM_id_3171,TRUE
movie_id_2800,HM_id_2256,TRUE
movie_id_928,HM_id_1260,TRUE
movie_id_545,HM_id_2835,TRUE
movie_id_4588,HM_id_3975,TRUE
movie_id_481,HM_id_4811,TRUE
movie_id_1131,HM_id_3492,TRUE
movie_id_5789,HM_id_1612,TRUE
movie_id_3001,HM_id_4034,TRUE
movie_id_9529,HM_id_4262,TRUE
movie_id_483,HM_id_1439,TRUE
movie_id_2811,HM_id_3769,TRUE
movie_id_5721,HM_id_2366,TRUE
movie_id_720,HM_id_3686,TRUE
movie_id_4102,HM_id_2951,TRUE
movie_id_838,HM_id_1653,TRUE
movie_id_1892,HM_id_2011,TRUE
movie_id_2249,HM_id_3910,TRUE
movie_id_3070,HM_id_3931,TRUE
movie_id_2798,HM_id_1274,TRUE
movie_id_871,HM_id_3880,TRUE
movie_id_684,HM_id_2856,TRUE
movie_id_1358,HM_id_2352,TRUE
movie_id_7151,HM_id_2935,TRUE
movie_id_6827,HM_id_1258,TRUE
movie_id_2399,HM_id_2149,TRUE
movie_id_4377,HM_id_3809,TRUE
movie_id_3331,HM_id_4539,TRUE
movie_id_3753,HM_id_1312,TRUE
movie_id_7438,HM_id_2660,TRUE
movie_id_6874,HM_id_4757,TRUE
movie_id_3044,HM_id_2821,TRUE
movie_id_6091,HM_id_3627,TRUE
movie_id_6574,HM_id_4357,TRUE
movie_id_707,HM_id_2716,TRUE
movie_id_2851,HM_id_3640,TRUE
movie_id_6907,HM_id_3843,TRUE
movie_id_2099,HM_id_3062,TRUE
movie_id_939,HM_id_1706,TRUE
movie_id_8320,HM_id_3362,TRUE
movie_id_5543,HM_id_4045,TRUE
movie_id_2154,HM_id_4410,TRUE
movie_id_2864,HM_id_3752,TRUE
movie_id_1822,HM_id_2925,TRUE
movie_id_3069,HM_id_3979,TRUE
movie_id_2564,HM_id_3993,TRUE
movie_id_5642,HM_id_3054,TRUE
movie_id_2725,HM_id_1829,TRUE
movie_id_3573,HM_id_2496,TRUE
movie_id_6538,HM_id_2782,TRUE
movie_id_7693,HM_id_4580,TRUE
movie_id_5337,HM_id_1017,TRUE
movie_id_5978,HM_id_1740,TRUE
movie_id_1569,HM_id_2200,TRUE
movie_id_900,HM_id_3870,TRUE
movie_id_1945,HM_id_4553,TRUE
movie_id_1469,HM_id_2711,TRUE
movie_id_2177,HM_id_3204,TRUE
movie_id_5069,HM_id_3585,TRUE
movie_id_3998,HM_id_3696,TRUE
movie_id_8694,HM_id_2767,TRUE
movie_id_6226,HM_id_2309,TRUE
movie_id_870,HM_id_3423,TRUE
movie_id_7863,HM_id_3086,TRUE
movie_id_6446,HM_id_1423,TRUE
movie_id_526,HM_id_3950,TRUE
movie_id_475,HM_id_2508,TRUE
movie_id_9431,HM_id_4521,TRUE
movie_id_9742,HM_id_1544,TRUE
movie_id_4808,HM_id_1649,TRUE
movie_id_3933,HM_id_2646,TRUE
movie_id_1529,HM_id_3300,TRUE
movie_id_3281,HM_id_4684,TRUE
movie_id_1541,HM_id_1484,TRUE
movie_id_6815,HM_id_1664,TRUE
movie_id_7971,HM_id_2240,TRUE
movie_id_5007,HM_id_2107,TRUE
movie_id_5081,HM_id_1066,TRUE
movie_id_1278,HM_id_4828,TRUE
movie_id_9392,HM_id_2726,TRUE
movie_id_1997,HM_id_3080,TRUE
movie_id_2435,HM_id_2030,TRUE
movie_id_7569,HM_id_2689,TRUE
movie_id_9836,HM_id_4252,TRUE
movie_id_3268,HM_id_4759,TRUE
movie_id_7284,HM_id_4680,TRUE
movie_id_6303,HM_id_3650,TRUE
movie_id_594,HM_id_2997,TRUE
movie_id_2005,HM_id_3981,TRUE
movie_id_1271,HM_id_3642,TRUE
movie_id_2293,HM_id_2362,TRUE
movie_id_8884,HM_id_4785,TRUE
movie_id_8747,HM_id_1717,TRUE
movie_id_2279,HM_id_1955,TRUE
movie_id_2965,HM_id_2637,TRUE
movie_id_2996,HM_id_1764,TRUE
movie_id_1446,HM_id_3330,TRUE
movie_id_2002,HM_id_3917,TRUE
movie_id_7588,HM_id_3812,TRUE
movie_id_7727,HM_id_2069,TRUE
movie_id_8001,HM_id_1630,TRUE
movie_id_1685,HM_id_1087,TRUE
movie_id_6821,HM_id_2972,TRUE
movie_id_9640,HM_id_4096,TRUE
movie_id_2628,HM_id_2311,TRUE
movie_id_388,HM_id_3303,TRUE
movie_id_329,HM_id_2783,TRUE
movie_id_8048,HM_id_2016,TRUE
movie_id_3729,HM_id_1082,TRUE
movie_id_2797,HM_id_3155,TRUE
movie_id_1923,HM_id_3462,TRUE
movie_id_7703,HM_id_2916,TRUE
movie_id_4056,HM_id_2580,TRUE
movie_id_1492,HM_id_2663,TRUE
movie_id_6526,HM_id_4143,TRUE
movie_id_9280,HM_id_2591,TRUE
movie_id_3094,HM_id_2765,TRUE
movie_id_7283,HM_id_1872,TRUE
movie_id_6103,HM_id_2981,TRUE
movie_id_5631,HM_id_2128,TRUE
movie_id_4721,HM_id_1208,TRUE
movie_id_7384,HM_id_4220,TRUE
movie_id_3370,HM_id_2764,TRUE
movie_id_3058,HM_id_1295,TRUE
movie_id_8631,HM_id_4035,TRUE
movie_id_5230,HM_id_3189,TRUE
movie_id_4392,HM_id_4679,TRUE
movie_id_398,HM_id_4856,TRUE
movie_id_2709,HM_id_1116,TRUE
movie_id_2743,HM_id_3548,TRUE
movie_id_9304,HM_id_1657,TRUE
movie_id_4070,HM_id_3213,TRUE
movie_id_4028,HM_id_3737,TRUE
movie_id_2928,HM_id_1318,TRUE
movie_id_7593,HM_id_4732,TRUE
movie_id_2624,HM_id_1492,TRUE
movie_id_9567,HM_id_2427,TRUE
movie_id_7838,HM_id_4707,TRUE
movie_id_2055,HM_id_1031,TRUE
movie_id_3314,HM_id_1287,TRUE
movie_id_5762,HM_id_3335,TRUE
movie_id_1839,HM_id_3545,TRUE
movie_id_6011,HM_id_4053,TRUE
movie_id_3417,HM_id_3635,TRUE
movie_id_8172,HM_id_4847,TRUE
movie_id_6695,HM_id_2446,TRUE
movie_id_5885,HM_id_1342,TRUE
movie_id_5658,HM_id_2720,TRUE
movie_id_6385,HM_id_3443,TRUE
movie_id_2083,HM_id_1488,TRUE
movie_id_6253,HM_id_4273,TRUE
movie_id_9361,HM_id_4200,TRUE
movie_id_2832,HM_id_3013,TRUE
movie_id_9140,HM_id_4822,TRUE
movie_id_9808,HM_id_2834,TRUE
movie_id_1966,HM_id_2009,TRUE
movie_id_993,HM_id_2462,TRUE
movie_id_848,HM_id_1118,TRUE
movie_id_6071,HM_id_3257,TRUE
movie_id_1330,HM_id_1028,TRUE
movie_id_305,HM_id_3903,TRUE
movie_id_5143,HM_id_3625,TRUE
movie_id_2822,HM_id_4710,TRUE
movie_id_2343,HM_id_4748,TRUE
movie_id_2496,HM_id_2133,TRUE
movie_id_2551,HM_id_1314,TRUE
movie_id_7126,HM_id_3987,TRUE
movie_id_143,HM_id_1558,TRUE
movie_id_7626,HM_id_3556,TRUE
movie_id_2706,HM_id_2383,TRUE
movie_id_1037,HM_id_1909,TRUE
movie_id_8851,HM_id_1577,TRUE
movie_id_3231,HM_id_2993,TRUE
movie_id_6392,HM_id_1780,TRUE
movie_id_1545,HM_id_2326,TRUE
movie_id_4436,HM_id_1568,TRUE
movie_id_4142,HM_id_3591,TRUE
movie_id_2275,HM_id_1470,TRUE
movie_id_4368,HM_id_4291,TRUE
movie_id_2626,HM_id_3374,TRUE
movie_id_1074,HM_id_1643,TRUE
movie_id_81,HM_id_4716,TRUE
movie_id_3065,HM_id_4554,TRUE
movie_id_3961,HM_id_1755,TRUE
movie_id_9161,HM_id_4049,TRUE
movie_id_3066,HM_id_1767,TRUE
movie_id_4685,HM_id_3575,TRUE
movie_id_770,HM_id_4395,TRUE
movie_id_7166,HM_id_3263,TRUE
movie_id_1033,HM_id_3948,TRUE
movie_id_1916,HM_id_1529,TRUE
movie_id_5668,HM_id_3794,TRUE
movie_id_3816,HM_id_2871,TRUE
movie_id_2422,HM_id_4719,TRUE
movie_id_1537,HM_id_4592,TRUE
movie_id_2047,HM_id_3671,TRUE
movie_id_6850,HM_id_1217,TRUE
movie_id_6204,HM_id_3081,TRUE
movie_id_6425,HM_id_3741,TRUE
movie_id_5155,HM_id_3947,TRUE
movie_id_666,HM_id_3814,TRUE
movie_id_6839,HM_id_1761,TRUE
movie_id_9612,HM_id_4451,TRUE
movie_id_2344,HM_id_2609,TRUE
movie_id_1729,HM_id_3883,TRUE
movie_id_2741,HM_id_3221,TRUE
movie_id_2542,HM_id_1143,TRUE
movie_id_1501,HM_id_2037,TRUE
movie_id_7532,HM_id_2975,TRUE
movie_id_703,HM_id_4030,TRUE
movie_id_6398,HM_id_4840,TRUE
movie_id_1559,HM_id_3250,TRUE
movie_id_1901,HM_id_4763,TRUE
movie_id_1851,HM_id_1604,TRUE
movie_id_2357,HM_id_4028,TRUE
movie_id_7087,HM_id_2730,TRUE
movie_id_2222,HM_id_3379,TRUE
movie_id_3253,HM_id_1886,TRUE
movie_id_9553,HM_id_3665,TRUE
movie_id_1993,HM_id_2961,TRUE
movie_id_3220,HM_id_4390,TRUE
movie_id_4574,HM_id_1583,TRUE
movie_id_7600,HM_id_2440,TRUE
movie_id_5344,HM_id_4497,TRUE
movie_id_6442,HM_id_1737,TRUE
movie_id_6816,HM_id_4014,TRUE
movie_id_7542,HM_id_3569,TRUE
movie_id_4789,HM_id_2376,TRUE
movie_id_4316,HM_id_1987,TRUE
movie_id_4806,HM_id_2728,TRUE
movie_id_411,HM_id_1518,TRUE
movie_id_7720,HM_id_2715,TRUE
movie_id_5706,HM_id_1611,TRUE
movie_id_8738,HM_id_2739,TRUE
movie_id_5670,HM_id_3593,TRUE
movie_id_9649,HM_id_3504,TRUE
movie_id_7072,HM_id_1995,TRUE
movie_id_3420,HM_id_2329,TRUE
movie_id_4018,HM_id_2725,TRUE
movie_id_9701,HM_id_3735,TRUE
movie_id_7666,HM_id_3663,TRUE
movie_id_1869,HM_id_4002,TRUE
movie_id_4916,HM_id_3287,TRUE
movie_id_1666,HM_id_3867,TRUE
movie_id_1463,HM_id_4069,TRUE
movie_id_5763,HM_id_4416,TRUE
movie_id_2418,HM_id_2912,TRUE
movie_id_4684,HM_id_3383,TRUE
movie_id_847,HM_id_1947,TRUE
movie_id_2239,HM_id_1167,TRUE
movie_id_591,HM_id_1864,TRUE
movie_id_942,HM_id_1351,TRUE
movie_id_1617,HM_id_2299,TRUE
movie_id_1267,HM_id_4185,TRUE
movie_id_9798,HM_id_4378,TRUE
movie_id_2328,HM_id_3685,TRUE
movie_id_1292,HM_id_3885,TRUE
movie_id_2932,HM_id_3893,TRUE
movie_id_2980,HM_id_1523,TRUE
movie_id_2037,HM_id_3084,TRUE
movie_id_1893,HM_id_3988,TRUE
movie_id_1236,HM_id_2990,TRUE
movie_id_2280,HM_id_4023,TRUE
movie_id_3556,HM_id_2862,TRUE
movie_id_8192,HM_id_2535,TRUE
movie_id_3781,HM_id_1378,TRUE
movie_id_7024,HM_id_3720,TRUE
movie_id_2818,HM_id_4171,TRUE
movie_id_1453,HM_id_2722,TRUE
movie_id_2272,HM_id_2960,TRUE
movie_id_1086,HM_id_3874,TRUE
movie_id_2574,HM_id_1678,TRUE
movie_id_2494,HM_id_3923,TRUE
movie_id_4644,HM_id_4248,TRUE
movie_id_5520,HM_id_3707,TRUE
movie_id_8939,HM_id_1370,TRUE
movie_id_858,HM_id_2529,TRUE
movie_id_3345,HM_id_2484,TRUE
movie_id_9524,HM_id_4366,TRUE
movie_id_5110,HM_id_4440,TRUE
movie_id_3590,HM_id_2798,TRUE
movie_id_9580,HM_id_3143,TRUE
movie_id_712,HM_id_3438,TRUE
movie_id_4894,HM_id_3540,TRUE
movie_id_5917,HM_id_3662,TRUE
movie_id_4714,HM_id_1271,TRUE
movie_id_5224,HM_id_1357,TRUE
movie_id_441,HM_id_4206,TRUE
movie_id_2228,HM_id_4208,TRUE
movie_id_1667,HM_id_3005,TRUE
movie_id_4928,HM_id_3958,TRUE
movie_id_4993,HM_id_2341,TRUE
movie_id_2759,HM_id_2088,TRUE
movie_id_3684,HM_id_2920,TRUE
movie_id_4972,HM_id_4042,TRUE
movie_id_9374,HM_id_3609,TRUE
movie_id_4402,HM_id_3941,TRUE
movie_id_263,HM_id_3236,TRUE
movie_id_1837,HM_id_3771,TRUE
movie_id_4444,HM_id_2457,TRUE
movie_id_1854,HM_id_2709,TRUE
movie_id_2111,HM_id_2381,TRUE
movie_id_8417,HM_id_3712,TRUE
movie_id_189,HM_id_3180,TRUE
movie_id_8167,HM_id_3419,TRUE
movie_id_355,HM_id_4016,TRUE
movie_id_9574,HM_id_1888,TRUE
movie_id_7952,HM_id_4329,TRUE
movie_id_3857,HM_id_3563,TRUE
movie_id_632,HM_id_3198,TRUE
movie_id_606,HM_id_3150,TRUE
movie_id_1821,HM_id_3415,TRUE
movie_id_670,HM_id_2302,TRUE
movie_id_4662,HM_id_1241,TRUE
movie_id_6404,HM_id_3557,TRUE
movie_id_3116,HM_id_2444,TRUE
movie_id_5545,HM_id_2077,TRUE
movie_id_2925,HM_id_4156,TRUE
movie_id_488,HM_id_2025,TRUE
movie_id_8909,HM_id_4510,TRUE
movie_id_5685,HM_id_2757,TRUE
movie_id_2102,HM_id_1562,TRUE
movie_id_963,HM_id_2330,TRUE
movie_id_477,HM_id_1441,TRUE
movie_id_8741,HM_id_3434,TRUE
movie_id_5352,HM_id_2081,TRUE
movie_id_1936,HM_id_2619,TRUE
movie_id_6787,HM_id_4611,TRUE
movie_id_879,HM_id_1716,TRUE
movie_id_573,HM_id_4182,TRUE
movie_id_6177,HM_id_3254,TRUE
movie_id_8212,HM_id_2395,TRUE
movie_id_2190,HM_id_4841,TRUE
movie_id_6116,HM_id_4082,TRUE
movie_id_6040,HM_id_2424,TRUE
movie_id_100,HM_id_2554,TRUE
movie_id_5461,HM_id_3700,TRUE
movie_id_3739,HM_id_3038,TRUE
movie_id_5220,HM_id_3248,TRUE
movie_id_5533,HM_id_3786,TRUE
movie_id_4248,HM_id_1576,TRUE
movie_id_5458,HM_id_3612,TRUE
movie_id_6620,HM_id_1254,TRUE
movie_id_2137,HM_id_1902,TRUE
movie_id_1088,HM_id_2966,TRUE
movie_id_5064,HM_id_4687,TRUE
movie_id_1543,HM_id_4114,TRUE
movie_id_2995,HM_id_3358,TRUE
movie_id_9496,HM_id_2019,TRUE
movie_id_9718,HM_id_2616,TRUE
movie_id_2593,HM_id_3148,TRUE
movie_id_4660,HM_id_3688,TRUE
movie_id_1333,HM_id_2318,TRUE
movie_id_701,HM_id_3848,TRUE
movie_id_1613,HM_id_3455,TRUE
movie_id_2269,HM_id_1876,TRUE
movie_id_1758,HM_id_2586,TRUE
movie_id_9817,HM_id_4449,TRUE
movie_id_730,HM_id_3986,TRUE
movie_id_4748,HM_id_2257,TRUE
movie_id_2538,HM_id_2303,TRUE
movie_id_1862,HM_id_1229,TRUE
movie_id_2093,HM_id_2180,TRUE
movie_id_1793,HM_id_1550,TRUE
movie_id_1038,HM_id_4513,TRUE
movie_id_7366,HM_id_1433,TRUE
movie_id_1225,HM_id_3398,TRUE
movie_id_7659,HM_id_2891,TRUE
movie_id_4393,HM_id_3573,TRUE
movie_id_6208,HM_id_3051,TRUE
movie_id_1982,HM_id_1385,TRUE
movie_id_5548,HM_id_4051,TRUE
movie_id_7706,HM_id_4295,TRUE
movie_id_2839,HM_id_3432,TRUE
movie_id_1504,HM_id_1456,TRUE
movie_id_1740,HM_id_3048,TRUE
movie_id_4615,HM_id_3092,TRUE
movie_id_2073,HM_id_2417,TRUE
movie_id_3064,HM_id_2956,TRUE
movie_id_338,HM_id_4103,TRUE
movie_id_4058,HM_id_3969,TRUE
movie_id_5002,HM_id_4098,TRUE
movie_id_2164,HM_id_2690,TRUE
movie_id_2191,HM_id_1526,TRUE
movie_id_3646,HM_id_3505,TRUE
movie_id_1284,HM_id_4307,TRUE
movie_id_6003,HM_id_4404,TRUE
movie_id_3947,HM_id_2557,TRUE
movie_id_3793,HM_id_3644,TRUE
movie_id_7011,HM_id_3784,TRUE
movie_id_7647,HM_id_1638,TRUE
movie_id_1867,HM_id_1015,TRUE
movie_id_1478,HM_id_1709,TRUE
movie_id_719,HM_id_2658,TRUE
movie_id_1203,HM_id_3633,TRUE
movie_id_2690,HM_id_1192,TRUE
movie_id_2297,HM_id_2267,TRUE
movie_id_9095,HM_id_3109,TRUE
movie_id_5430,HM_id_3120,TRUE
movie_id_5281,HM_id_4346,TRUE
movie_id_2727,HM_id_1461,TRUE
movie_id_1288,HM_id_2748,TRUE
movie_id_671,HM_id_3693,TRUE
movie_id_9131,HM_id_1922,TRUE
movie_id_3894,HM_id_1821,TRUE
movie_id_7917,HM_id_1432,TRUE
movie_id_7391,HM_id_2513,TRUE
movie_id_2024,HM_id_2589,TRUE
movie_id_982,HM_id_4265,TRUE
movie_id_2745,HM_id_2952,TRUE
movie_id_6774,HM_id_3332,TRUE
movie_id_3613,HM_id_2545,TRUE
movie_id_644,HM_id_4267,TRUE
movie_id_2506,HM_id_1052,TRUE
movie_id_1594,HM_id_2511,TRUE
movie_id_6369,HM_id_2860,TRUE
movie_id_2208,HM_id_3377,TRUE
movie_id_6200,HM_id_2234,TRUE
movie_id_4487,HM_id_2323,TRUE
movie_id_6814,HM_id_3141,TRUE
movie_id_6975,HM_id_2638,TRUE
movie_id_2595,HM_id_4673,TRUE
movie_id_4457,HM_id_4239,TRUE
movie_id_5728,HM_id_2931,TRUE
movie_id_1431,HM_id_2531,TRUE
movie_id_8846,HM_id_4071,TRUE
movie_id_8653,HM_id_1777,TRUE
movie_id_1243,HM_id_3253,TRUE
movie_id_6002,HM_id_4285,TRUE
movie_id_1621,HM_id_3071,TRUE
movie_id_4466,HM_id_1159,TRUE
movie_id_1622,HM_id_3758,TRUE
movie_id_3140,HM_id_4249,TRUE
movie_id_2545,HM_id_2543,TRUE
movie_id_687,HM_id_2494,TRUE
movie_id_3380,HM_id_1660,TRUE
movie_id_623,HM_id_3990,TRUE
movie_id_6983,HM_id_1879,TRUE
movie_id_816,HM_id_4104,TRUE
movie_id_8361,HM_id_4859,TRUE
movie_id_1240,HM_id_3956,TRUE
movie_id_102,HM_id_3657,TRUE
movie_id_6952,HM_id_3541,TRUE
movie_id_2777,HM_id_2503,TRUE
movie_id_2382,HM_id_2186,TRUE
movie_id_8805,HM_id_2753,TRUE
movie_id_4117,HM_id_3367,TRUE
movie_id_3308,HM_id_3240,TRUE
movie_id_3885,HM_id_1770,TRUE
movie_id_8591,HM_id_2919,TRUE
movie_id_540,HM_id_2671,TRUE
movie_id_3759,HM_id_1416,TRUE
movie_id_1397,HM_id_2177,TRUE
movie_id_8508,HM_id_2640,TRUE
movie_id_2714,HM_id_1261,TRUE
movie_id_6037,HM_id_1907,TRUE
movie_id_4611,HM_id_3944,TRUE
movie_id_7051,HM_id_1462,TRUE
movie_id_2202,HM_id_4152,TRUE
movie_id_814,HM_id_2962,TRUE
